all_preds_reg,all_preds_cls,all_labels_cls,all_labels_reg,premise,entailment
3.9239862,0,1,4.4,The man is doing a wheelie on a mountain bike,A man on a bicycle is riding on one wheel only
3.4722211,2,0,2.6,There is no brown duck with a green head flapping its wings in the water,A bird is flapping its wings on the water
2.791558,2,0,2.5,The brown dog is not playing outdoors,The furry brown dog is running through the grassy area
4.63757,1,2,3.5,A woman in a fur hat and fur coat is sitting outside a building,A woman in a fur hat and fur coat is standing outside a building
4.376138,1,0,3.6,The elderly lady is waiting on the sidewalk,The elderly person is waiting a lady on the sidewalk
3.9832902,0,1,3.8,A young child is running down a road made of gravel that is covered with dead leaves,A young child is running outside over the fallen leaves
3.9838786,0,1,4.1,A young child is running down a gravel road that is covered with dead leaves,A young child is running outside over the fallen leaves
4.54878,1,0,4.0,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,A man is wearing a blue checkered shirt and cheerfully riding a unicycle in the street
4.6663084,1,0,3.9,A man is wearing a long sleeved blue shirt and jeans and is riding a unicycle down a street,A man is wearing a blue checkered shirt and riding a unicycle in the street
4.143555,1,0,4.6,Some men in the distance are staring at three big hills,Three men are staring at the big green hills in the distance
4.0464315,1,0,3.4,Three men are looking into the distance,Three men are looking at something nearby
4.102221,1,0,3.8,One man is jumping off a rock wall and another man is dropping a rope,One man is climbing a rock wall and another man is holding a rope
3.3514633,0,1,4.2,Two children are playing on a statue,Small kids are climbing a statue in a park
3.6990087,0,1,4.4,Small children are climbing a statue in a park,Some children are playing on a statue
3.0531738,0,2,3.7,There are no children playing on a statue,Small children are climbing a statue in a park
2.8216407,0,2,3.75,A woman is turning her back from the view of a city,A woman is looking at the view of a city
1.9752276,0,2,2.4,There is no young child dressed for cold weather standing outside,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow
3.7809625,0,1,4.1,A smiling boy in winter clothes is waving his mittened hands outside a building in the snow,A young child dressed for cold weather is standing outside
4.152088,1,0,3.1,A dog is chasing a ball in the grass,A dog with a ball is being chased in the grass
3.2723749,2,0,3.4,There is no tan dog jumping up and catching a tennis ball,A red dog is jumping and catching a tennis ball in its mouth
4.559899,1,0,4.0,The bearded man is sitting on a train,The hairy man is sitting on a train
4.1736894,1,0,3.8,A small child is showing excitement on a swing set at the park,A small child is showing boredom on a swing set at the park
4.3484745,1,2,3.4,The little girl is swinging and the woman is standing behind her,The girl is standing behind the little woman who is swinging
4.5833874,1,0,3.9,A man is performing a trick on a surfboard in the water,The wave is being ridden by a surfer
4.6192784,1,0,3.7,A person is performing a trick on a surfboard in the water,A surfer is riding the wave
4.0035167,1,0,3.6,A surfer is riding the wave,A man is performing a trick on a surfboard in the water
2.514336,0,2,2.8,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four beer bottles,There are no men sitting at the table with four beer bottles
4.0592475,1,0,3.7,Two guys are standing by a table and putting some beers down on it,Two guys are sitting around a table and holding beers in their hands
4.1217155,1,0,4.1,Two brown dogs are playing with the frisbee in the water,Two dogs are fighting for a frisbee in a lake
4.277771,1,0,4.5,Two dogs are fighting for a frisbee in a lake,Two brown dogs are playing with a frisbee in the water
4.1915073,1,0,4.0,A football player is running into an official carrying a football,A football player is running past an official carrying a football
4.2585263,0,1,4.2,A person on a bike is jumping through the air and the sun is flaring through the bike frame,The person is flying through the air on a bicycle
4.179484,0,1,4.4,The bunch of men are playing rugby on a muddy field,Some men are playing rugby
2.9465246,2,0,2.8,The bike rider is looking at an accident of another bike rider,A person is ignoring the motocross bike that is lying on its side and there is no one is racing by
3.19944,2,0,3.4,A person is looking at a motocross bike that is lying on its side and another is racing by,The bike rider is not looking at the accident of another bike rider
3.73426,0,1,4.0,It is snowing on two playing dogs,Two dogs are playing in the snow
4.1716013,1,2,3.285,A girl is getting a tattoo removed from her hand,A girl is getting a tattoo on her hand
3.5472066,2,0,3.8,A man is wearing a red jacket and standing beside a yellow canoe on some rocks with water in the background,There is no man in a red jacket standing next to a yellow kayak on some rocks by the ocean
3.320531,2,0,2.6,The black dog is not walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree
4.3824544,1,0,4.4,The black dog is walking along a tree trunk bridge over water,A dog is crossing a river on a bridge made from a fallen tree
4.046181,0,1,4.285,A little boy is proudly wearing a green soccer strip and is running on the grass,A child in a green and white sports uniform is running over the grass
4.3192835,1,0,3.8,A girl in a black hat is standing topless at the beach,A girl in a black hat is wearing a bikini at the beach
3.797723,2,0,4.3,A man is performing a handstand on the beach,The man at the beach is not doing a handstand on the wet sand at the edge of the water
4.724289,1,0,3.7,A boy in blue is running away from a woman in blue,A boy in blue is running towards a woman in blue
4.1073823,1,0,3.5,A little boy with brown hair is jumping off of a brown chair onto the floor,A young boy is jumping onto a chair
3.3313,2,0,3.5,A young boy is jumping off a chair,There is no little boy with brown hair jumping off of a brown chair onto the floor
4.504716,1,0,4.1,The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses
4.4459887,1,0,3.5,A boy under an umbrella is being let go by his father who is wearing a blue coat,A boy under an umbrella is being held by his father who is wearing a blue coat
3.4827497,2,1,4.5,A child is amazedly experiencing a new world,A child is experiencing a new world
4.2602577,1,2,3.6,A great dog is climbing a steep hill,A great dog is getting down a steep hill
3.9603603,0,1,4.6,People are walking through a crowd in the street,People are walking through a crowded street
3.5382993,2,1,4.0,No surfer is riding a big wave across dark green water,The surfer is riding a big wave
3.1835167,2,0,3.4,There is no tennis player lunging to the left,A tennis player with a green headband is hitting the ball
3.8856335,0,1,4.6,Two dogs are looking at something that is moving in the water,Two dogs are looking at something that is splashing in the water
4.401708,1,0,3.9,Two dogs are looking at something that is splashing in the water,Two cats are looking at something that is splashing in the water
4.1818337,1,0,3.6,The brown dog is jumping in the air,A brown dog is jumping in the water
3.6507123,0,1,4.5,A person is riding a bike along a muddy trail,A person is riding a bike along the trail
4.7213545,1,0,3.7,A man in a blue cowboy hat is riding a black horse,A man in a blue cowboy hat is riding a white horse
4.2674723,0,1,4.2,Three people are driving ATVs,Three people are driving four wheel vehicles in a field
4.374737,0,1,4.6,Three people are driving four wheel ATVs in a street,Three people are driving ATVs
3.131152,2,0,4.0,Two white dogs and one brown dog are not chasing a ball,Two white dogs are playing with a brown dog and a ball
4.300282,1,0,4.3,Two white dogs and one brown dog are chasing a ball,Two white dogs are playing with a brown dog and a ball
4.1998835,1,0,3.5,A dog is jumping at a shiny blue soccer ball in a field of dry leaves,A dog is jumping at dry leaves in a field of shiny blue soccer balls
3.3393068,0,1,4.1,A dog is running through a field and is chasing a ball,A dog is running towards a toy
3.2063928,0,1,4.1,A dog is running through a field and is chasing a ball,A dog is running towards a ball
2.721824,2,0,2.4,There is no boy in a white t-shirt splashing in shallow water,A boy is running through the water at the beach
3.634847,0,1,4.7,A basketball player is on the court floor and the ball is being grabbed by another one,Two basketball players are scrambling for the ball on the court
3.616924,0,1,4.3,A basketball player is on the court floor and another one is grabbing the ball,Two basketball players are scrambling for the ball on the court
4.25801,0,2,3.5,A black sheep is standing near three white dogs,A black sheep is standing far from three white dogs
4.6072745,1,0,3.5,A grey dog is jumping toward a black and white dog in the snow,A grey dog is jumping toward a black and white dog in the water
4.220717,1,2,4.0,A man dressed in black and white is holding up the tennis racket and is waiting for the ball,A man dressed in black and white is dropping the tennis racket and is waiting for the ball
3.591533,0,1,4.3,A brown and white dog is playing on the lawn,A dog is playing on the green grass
3.578099,0,1,4.2,A brown and white dog is playing on the grass,A dog is playing on the green grass
3.0017614,2,0,2.8,There is no tan skinned child looking at the camera,A little boy with a bib is watching the camera
4.4043803,1,0,3.5,A black and white dog is playing with a new volleyball,A black and white dog is playing with a broken volleyball
4.123628,0,1,4.3,A black and white dog is playing with a ruined volleyball in a brown field,A black and white dog is playing with a broken volleyball
4.011367,0,1,4.35,A topless woman is being smeared with a brown substance and a blurry crowd is in the background,A woman is being smeared with brown substance and a blurry crowd is in the background
4.147046,1,0,3.1,A group of people is holding food and pointing at the camera,A group of people is holding drinks and pointing at the camera
3.6913369,0,1,3.9,A man in a purple hat is climbing a rocky wall with bare hands,The man is rock climbing
4.0379558,1,0,3.415,Two people are driving a jeep and a lady is sitting on the top of it,Two people are driving a boat and a lady is sitting on the top of it
4.4875073,1,0,3.8,A blond woman is sitting on the roof of a yellow vehicle and two people are inside,A blond woman is sitting on the roof of a yellow vehicle and two people are outside
4.4178224,1,2,3.9,The yellow dog is drinking water from a bottle,The yellow dog is drinking water from a pot
4.0384216,0,1,4.9,A yellow dog is drinking water from the faucet, water from the faucet is being drunk by a yellow dog
4.3924413,1,0,3.5,A girl is standing in a group and is wearing a black shirt and pink beads,A girl is standing alone and wears a black shirt and pink beads
4.215744,1,0,3.2,Two large dogs are frolicking in a grassy field,Two large dogs are frolicking in a parking lot
4.1429124,1,0,3.9,A dog is running across a rocky landscape,A black dog is walking along rocky terrain
4.1970687,1,0,3.7,A black dog is running across a rocky landscape,A black dog is walking along rocky terrain
4.3794684,1,0,3.0,Three dogs are resting on a couch,Three dogs are resting on a sidewalk
4.662736,1,0,3.4,A young man is pushing a motocross bike up a dirt hill,A young man is pushing a motocross bike down a dirt hill
4.356822,1,0,3.8,A middle aged man and woman are riding bikes down a road beside the water,A middle aged man and woman are riding horses down a road beside the water
4.634726,1,0,3.5,A young man and a woman are riding bikes on the boardwalk near the ocean,An older man and a woman are riding bikes on the boardwalk near the ocean
3.2022576,0,1,4.1,An older man and a woman are riding bikes on the boardwalk near the water,A middle aged man and woman are riding bikes down a road beside the water
4.7292233,1,0,4.0,Pedestrians and cars are moving through a traffic jam in a small city,Pedestrians and cars are moving through a traffic jam in a big city
4.1047716,0,1,3.9,Pedestrians and cars are moving through a traffic jam in a big city,Some people and cars are on a crowded street
4.046858,0,1,3.2,Pedestrians and cars are moving through a traffic jam in a big city,Some people and vehicles are on a crowded street
3.4369323,0,1,3.6,Two brown and white dogs are fighting on a grassy area in front of a tree,Two animals are playing outside
3.76788,0,1,4.8,A soccer player is sitting on the field and is drinking water,Water is being drunk by a soccer player sitting on the field
3.4517803,0,1,3.7,Water is being drunk by a soccer player sitting on the field,A man is sitting on the grass and drinking from a water bottle
4.473495,1,2,3.6,The dog is running through the wet sand,The dog is running through the dry sand
4.4049454,1,0,3.5,A dog is running on the beach,The dog is moving through the wet sand
4.03897,1,0,3.8,The dog is running through the wet sand,A dog is running on the sea shore
4.156651,1,0,4.1,A dog is running on the beach,The dog is running through the wet sand
3.305288,2,0,3.7,A boy is wearing sunglasses,A chubby faced boy is not wearing sunglasses
3.488511,0,2,3.2,There is no bmx biker jumping dirt ramps in front of a body of water,Some bikers are getting airborne on a track near water and a skyline
4.6240096,1,0,4.3,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A racer in full gear wears a helmet with sponsor logos and is riding a blue sport motorcycle
4.4006486,1,0,3.3,A person in a motocross uniform is wearing a helmet and rides a red motorcycle,A racer in full gear wears a helmet with sponsor logos and is riding a blue sport motorcycle
4.3989472,1,0,3.9,People are sitting at round tables in a red room,People are sitting at square tables in a red room
3.9848151,1,0,4.4,A boy in a striped shirt is playing in front of a water fountain,A boy in a striped shirt is jumping in front of a water fountain
4.4444494,1,2,4.2,A boy is jumping on the side of a stone water fountain in front of a building,A boy is jumping off the side of a stone water fountain in front of a building
3.7024877,2,0,2.9,A bald man in a band is playing guitar in the spotlight,There is no man playing guitar next to a drummer
4.483038,1,2,4.3,A little girl is smiling and running outside,A little girl is smiling and running inside
3.6715622,2,0,2.8,There is no man skiing down a snowy hill,A skier in black is catching a tiny bit of air
4.7111826,1,0,4.0,Two men are looking out and one is holding binoculars,Two men are looking out and one is holding a spyglass
3.9773357,1,0,4.4,Two men are standing together and one is looking through binoculars,Two men are looking out and one is holding binoculars
4.6117754,1,0,3.5,An old man in a white shirt and gold and black hat is sitting with crossed legs,A young man in a white shirt and gold and black hat is sitting with crossed legs
4.11545,1,0,4.085,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a woman with grey hair
4.553525,1,0,4.1,A shirtless man is playing football on a lawn,A shirtless man is playing football on a field
3.3600352,2,0,4.2,The person is going into the water,The man is not going into the water
3.0419955,0,2,3.8,Five people are standing in the grass with three dogs,Five people are running with three dogs in the green field beside the road
4.2516313,1,0,4.1,A girl is carrying a lot of colorful scarves on the beach,A young woman is carrying a lot of colorful scarves on the beach
4.5895495,1,0,4.0,A light brown dog is running in the grass,A light brown dog is running in the water
4.644539,1,0,4.3,A tan dog is splashing in the water on the bank of a pond,A tan dog is splashing in the water on the bank of a river
4.1980324,1,2,3.4,The child is splashing water in a small blue pool,The child is splashing water in a big red pool
4.0880632,1,2,3.5,A toddler is making a splash outside a blue paddling pool,A toddler is making a splash inside a blue paddling pool
4.3103094,1,0,4.3,The child is splashing water in a small blue pool,A baby is splashing inside a blue paddling pool
4.2833614,1,0,4.2,A toddler is making a splash outside a blue paddling pool,The child is splashing water in a small blue pool
4.147751,1,0,3.5,The brown dog is spotting a black dog and is playing in the dry grass,The brown dog is spotting a black dog lying in the dry grass
3.8724895,0,1,4.6,A black dog and a small white and black dog are looking up at a kitchen countertop,Two dogs are looking up at a kitchen countertop
4.236832,1,0,3.4,A black dog and a small white and black dog are looking up at a kitchen countertop,A large dog and a small dog is standing on the kitchen counter and investigate
4.297551,0,1,4.7,A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dirty tan dog is rolling in the dirt and looking right at the camera
4.5522594,1,0,3.8,A dirty tan dog is rolling in the water and looking right at the camera,A dirty tan dog is rolling in the dirt and looking right at the camera
3.3488498,0,1,4.0,A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is playing on the ground
3.5633225,0,1,4.2,A dirty tan dog is rolling in the dirt and looking right at the camera,A dog is rolling on the ground
3.7315927,0,1,4.1,Little kids are playing in a water fountain in front of few people,Children are playing in a fountain that is spraying water from the ground
4.5546737,1,0,3.6,A person on a yellow dirt bike is taking a jump,A person on a yellow clean bike is taking a jump
4.1717505,1,0,3.5,Five adults are sitting on stone steps,Five adults are sitting on a chair
3.5395577,2,0,2.8,A man is not rock climbing and a city and a bay are in the background,"A man is rock climbing, pausing and calculating the route"
4.106997,0,1,4.6,A little girl is hitting a baseball off a tee,A little girl is hitting a ball off a tee
3.4474626,0,2,3.15,A little girl is missing a baseball on a tee,A little girl is hitting a baseball off a tee
3.9719748,1,0,3.9,A girl is hitting a little tee with a baseball,A little girl is hitting a baseball off a tee
3.49309,0,1,3.9,A group of people is gathering at a stand at the fair,The people are standing at a carnival
4.4830384,1,0,4.2,Rollerbladers are rolling in formation down a hill,Rollerbladers are running in formation down a hill
4.4065204,1,0,4.1,A woman is standing with a pair of dogs,A woman is marching with a pair of dogs
4.520836,1,2,3.1,A woman is showing a dog with very short hair at a dog show,A woman is showing a dog with very long hair at a dog show
4.4207687,1,2,3.3,Three children are running down hill,Three children are running up hill
3.5009477,2,0,3.2,A black bird with a yellow beak is standing in the green grass,A black and orange bird is not standing in the grass
4.1655893,1,0,3.6,Two black puppies are playing near a pool,Two white puppies are playing near a pool
3.8876686,0,1,4.0,A group of people are looking at sound equipment,A group of people are standing around a sound mixing console
3.1749816,2,0,2.9,A group of people are looking at sound equipment,A group of people are not standing around a sound mixing table
4.2852674,1,0,3.6,A young couple is lying on a bed together,A young couple is lying on a couch together
4.085115,0,1,4.5,A young couple is lying in bed,A couple is lying on a bed together
4.3550286,1,0,3.4,A young couple is lying on a couch together,A young couple is lying in bed
4.2281203,1,0,3.7,People are crossing a rope bridge over a rocky stream,Three people are walking across a rope and wood bridge over a river
4.163355,1,0,3.5,Three men are walking across a rope and wood bridge over a river,People are walking across a rope bridge over a rocky stream
3.7492301,0,1,4.4,A toddler is riding a plastic scooter toy,A toddler is playing with a plastic scooter toy
3.4306698,2,0,3.0,A toddler is not riding a plastic scooter toy,A young child is riding a three wheeled scooter down the sidewalk
3.62174,0,1,3.6,The young child is riding a three wheeled scooter down the sidewalk,A toddler is riding a plastic scooter toy
4.6425915,1,0,4.4,Three hikers are standing on a mountainside and looking at the view with a pair of binoculars,Three hikers are sitting on a mountainside and looking at the view with a pair of binoculars
4.011164,1,0,3.3,Three men are sitting on a hill and looking at the mountains and sky,Three men are sitting on a hill and looking at the sea
4.2611117,0,1,4.3,A brown dog is standing in a lake,A brown dog is standing in the water
3.9696255,1,0,3.585,Two dogs are walking slowly through a park,Two dogs are running through the park
4.4230156,1,0,4.1,A man is hanging on the ledge of a balcony,A man is leaning on the ledge of a balcony
4.2593412,1,0,3.9,The dog is on a leash and is walking out of the water,The dog is on a leash and is walking near the water
4.1102276,1,2,3.55,The dog is on a leash and is walking in the water,The dog is on a leash and is walking out of the water
4.171164,1,0,3.585,A dog is catching a black frisbee,A dog is catching a white frisbee
3.7880855,0,1,3.9,A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded
3.869433,0,1,4.2,A middle eastern man is standing with the back against a lamp post near to other people,A man is leaning against a pole and is surrounded by people
3.6974247,0,2,3.0,A couple is not looking at a map,A man and a woman are standing in front of an art gallery and are looking at a map
4.252689,1,0,3.7,The dog is running across the dirty path,The dog is running across the gravel
4.2432942,1,0,3.4,The cat is running across the gravel,The dog is running across the gravel
3.5261838,0,2,3.3,Two males are standing on a cliff edge and no one is jumping into the water,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water
4.2179203,1,0,4.0,A boy is playing a game with steel blocks,A boy is playing a game with wooden blocks
4.6622705,1,0,3.4,A group of five old adults are lounging indoors,A group of five young adults are lounging indoors
3.271438,2,0,2.8,A dog has its head inside a red and green gift bag,The red and brown dog is not digging its nose inside a holiday gift bag
4.287316,1,0,3.6,A young girl in a bikini is jumping on the beach,A girl with a bikini is playing in the sand
3.2052646,2,0,3.5,A young girl in a bikini is jumping on the beach,No girl with a bikini is playing in the dunes
4.404782,1,0,4.0,A boy is wearing a white hat and is running on the beach,A boy is wearing a white hat and is walking on the beach
4.14778,0,1,4.9,A cardboard box is being touched by a man in a black hat,A man in a black hat is touching a cardboard box
3.4815233,2,0,3.585,A man in a black hat is touching a cardboard box,A man in a black hat is not reaching for a box
4.260729,1,0,4.1,A man in a black hat is reaching for a box,A cardboard box is being touched by a man in a black hat
4.0029974,1,0,3.7,Two dogs are playing on a beach,Two dogs are playing in a forest
4.3880363,1,0,3.6,A brown dog is running after a black dog on a rocky shore,A brown dog is running after a white dog on a rocky shore
4.537986,1,0,3.965,Two dogs are playing on a sandy beach,Two dogs are playing on a rocky beach
4.261676,1,0,3.9,A black dog is approaching a golden dog on pebbly beach,A white dog is approaching a golden dog on pebbly beach
4.319729,1,0,3.7,A small white dog is jumping up in the snow,A large white dog is jumping up in the snow
4.185038,1,0,4.0,A large white dog is jumping up in the snow,A large black dog is jumping in the air over a snowy area
4.545361,1,0,3.9,Two young kids are wearing hats and sticking their colored tongues out,Two kids are sticking out blue and green colored tongues
4.262054,1,0,4.1,A white dog is standing on a grassy hillside,A black dog is standing on a grassy hillside
3.3036385,2,0,3.5,There is no dog standing on the side of a mountain,A white dog is standing on a grassy hillside
4.916852,1,0,3.7,A brown and black dog is pointing the nose upwards,A brown and black dog is pointing the nose downwards
3.159916,2,1,4.9,A veteran is showing different things from a war to some people,Different things from a war are being shown to some people by a veteran
4.078042,2,0,3.3,A young white child is not standing on the edge of a body of water near some buckets,A young black child is standing on the edge of a body of water near some buckets
4.19209,1,0,4.2,Two children are playing soccer in the park,Children are playing outside with a soccer ball on the green grass
4.018313,0,1,3.8,Two little boys are playing outside with a soccer ball on the green grass,Two children are playing with a ball in the park
4.2590775,1,0,3.9,A man is standing in the middle of a gym and is wearing a jersey,A man in a black jersey is standing in a gym
3.914948,0,1,3.4,A distant person with a blue backpack is hiking area full of rocks,The person is hiking
3.2519338,2,0,3.8,There is no person with a blue backpack hiking in rocky area,The person is hiking
3.2636545,0,2,3.5,No person is hiking,A distant person with a blue backpack is hiking in rocky area
4.276107,1,0,3.915,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A woman is wearing paint and costume pieces and is riding a bike on a busy street
3.8585298,0,1,4.0,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A girl in a strange outfit is riding the bike
4.3403535,1,0,3.9,The white dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white ball in its mouth
3.6020076,2,0,3.3,A girl in a uniform is not playing the flute with a marching band,A girl in a band is playing the flute
4.0110993,1,0,3.7,Two people are standing on a bench,Two people are sitting on a bench
3.544461,0,1,4.3,Two girl with dogs are walking on a forest path,Two dogs and two people are walking in the woods
4.5139422,1,2,3.285,Three friends are making faces for the camera,Three enemies are making faces for the camera
4.1559515,1,0,4.1,A person is walking in the snow at the edge of a mountain,A person is standing in the snow at the edge of a mountain
4.451469,1,0,4.4,A man in a black wetsuit is riding a foamy wave,A surfer in a black wetsuit is riding a foamy wave
4.5168357,1,0,4.2,A surfer in a black wetsuit is riding a foamy wave,A surfer in a white wetsuit is riding a foamy wave
4.260123,1,0,4.1,A surfer is surfing a small wave,A surfer is surfing a huge wave
4.452838,1,0,3.1,The players is maneuvering for the soccer ball,The players is maneuvering for the basket ball
4.4204516,1,2,3.5,A man in green is kicking a soccer ball and a man in purple and white is rising up,A man in green is kicking a soccer ball and a man in purple and white is falling down
4.1656804,0,1,4.1,A kid is splashing in the ocean,A kid is splashing in the water
4.3780503,1,0,4.1,The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers,A man is wearing a purple shirt and black leather chaps and is posing for the camera
4.466549,1,0,3.3,A model is wearing a purple shirt and black leather chaps and is posing for the camera,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers
4.207829,1,0,3.8,Two dogs are running and catching a tennis ball,Two dogs are running and trying to catch a soccer ball
4.412671,1,0,3.2,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background
3.0938506,0,1,4.3,A dog is in the sand that is blowing in the wind,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background
4.446641,1,2,3.6,The black and white dog is running indoors,The black and white dog is running outdoors
4.31296,1,0,4.1,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog
3.2140343,0,1,4.2,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A man and a woman are standing on the curb
4.719498,1,0,4.3,A young swimmer is sitting in a bathing suit and waiting for the next race,A young swimmer is standing in a bathing suit and waiting for the next race
4.5796876,1,0,3.3,A black dog and a white dog are wrestling on the bed,A black dog and a white dog are wrestling on the ground
3.2302868,0,1,4.2,A black dog and a white dog are wrestling on the ground,Two dogs are fighting
4.275005,0,1,4.4,The dog is having a nap in the park,The dog is having a rest in the park
4.541893,1,0,4.1,A brown puppy is biting a pole,A brown puppy is biting a stick
4.4760513,1,0,2.9,A brown puppy is biting a stick,A brown puppy is gnawing a metallic post that is stuck in the ground
4.518075,1,0,3.8,A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole
4.340285,1,0,4.2,A woman is playing with a brown dog in a garden,A woman is playing with a brown dog on a garden path
4.191705,1,0,3.2,Two men are walking through the grass,Two men are walking through the water
4.3287363,1,0,4.5,Two men are standing in the ocean,Two men are standing in deep water
4.1404057,0,1,4.3,A group of children in a building's basement is playing maracas and tambourines,A group of children is playing tambourines
3.318229,0,1,4.0,A group of children in a church basement is playing guitars and tambourines,A group of children is playing tambourines
4.604731,1,0,4.1,A brown dog is running in the snow,A black dog is running in the snow
4.0248046,0,1,4.6,An elderly man is sitting on a bench,An old person is sitting on a bench
4.668904,1,0,4.3,A yellow dog is running up a sandy path,A yellow dog is running down a sandy path
3.4294596,2,0,3.1,A dog is standing on one leg and is waiting for a soccer ball,There is no black and white dog jumping for a ball
4.4388137,1,0,4.0,Two people are seated near a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground
3.7680366,2,0,2.7,No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground
4.510106,1,0,4.0,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court
4.3135324,1,0,3.95,The man is standing in a body of water near a waterfall,The body of a man is in the water near a waterfall
4.501192,1,0,3.8,A man is standing in the water at the base of a waterfall,The body of a man is in the water near a waterfall
4.4142365,1,0,3.5,A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is catching a dirty golf ball in a dirt field
4.424015,1,0,3.6,A dog is running on the sand and chasing a ball,A dog is running on the grass and chasing a ball
3.442453,0,2,3.7,A shirtless woman is leading a horse that is pulling a carriage,A shirtless man is leading a horse that is pulling a carriage
4.6086764,1,0,4.4,A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a dirty road
4.1373677,1,0,4.2,A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain
4.582516,1,0,4.3,A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on
4.624669,1,0,3.6,A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is wearing ear protection and is firing a gun at an indoor shooting range
4.5826845,1,0,3.6,The small dog is walking outside and is carrying a colorful toy in its mouth,The large dog is walking outside and is carrying a colorful toy in its mouth
